id_evento,archivo_principal,categoria,origen,fecha_raw,lat,lon,dispositivo,duracion_seg,fecha_dt,hora,dia_semana,cantidad,dia_nombre_es
IMG_3497,IMG_3497.xmp,Imagen,Interno (Captura Propia),2025:01:01 00:02:55,-37.08176666666667,-56.82943055555556,Apple iPhone 15,,2025-01-01 00:02:55,0.0,Wednesday,1,Miércoles
IMG_3502,IMG_3502.HEIC,Video,Interno (Captura Propia),2025:01:01 06:52:57,-37.10484722222223,-56.84365833333334,Apple iPhone 15,1 sec 538 ms,2025-01-01 06:52:57,6.0,Wednesday,1,Miércoles
IMG_3504,IMG_3504.HEIC,Video,Interno (Captura Propia),2025:01:01 07:56:41,-37.08203611111112,-56.82915833333334,Apple iPhone 15,,2025-01-01 07:56:41,7.0,Wednesday,1,Miércoles
IMG_3505,IMG_3505.HEIC,Video,Interno (Captura Propia),2025:01:01 07:59:54,-37.08218333333334,-56.82920555555556,Apple iPhone 15,1 sec 465 ms,2025-01-01 07:59:54,7.0,Wednesday,1,Miércoles
IMG_3508,IMG_3508.xmp,Video,Interno (Captura Propia),2025:01:01 08:02:53,-37.08224166666667,-56.82911666666667,Apple iPhone 15,1 sec 798 ms,2025-01-01 08:02:53,8.0,Wednesday,1,Miércoles
IMG_3500,IMG_3500.mov,Video,Interno (Captura Propia),2025-01-01 09:52:49,-37.10443888888889,-56.84402777777778,Apple iPhone 15,800 ms,2025-01-01 09:52:49,9.0,Wednesday,1,Miércoles
IMG_3501,IMG_3501.mov,Video,Interno (Captura Propia),2025-01-01 09:52:55,-37.10485555555556,-56.84366666666667,Apple iPhone 15,705 ms,2025-01-01 09:52:55,9.0,Wednesday,1,Miércoles
IMG_3506,IMG_3506.mov,Video,Interno (Captura Propia),2025-01-01 10:59:57,-37.08218333333334,-56.82920555555556,Apple iPhone 15,1 sec 933 ms,2025-01-01 10:59:57,10.0,Wednesday,1,Miércoles
IMG_3507,IMG_3507.mov,Video,Interno (Captura Propia),2025-01-01 11:02:49,-37.08200833333333,-56.829169444444446,Apple iPhone 15,1 sec 733 ms,2025-01-01 11:02:49,11.0,Wednesday,1,Miércoles
IMG_3512,IMG_3512.mov,Video,Interno (Captura Propia),2025:01:04 09:38:05,-34.869816666666665,-58.04158055555556,Apple iPhone 15,,2025-01-04 09:38:05,9.0,Saturday,1,Sábado
IMG_3513,IMG_3513.HEIC,Video,Interno (Captura Propia),2025:01:04 09:38:07,-34.869816666666665,-58.04158055555556,Apple iPhone 15,,2025-01-04 09:38:07,9.0,Saturday,1,Sábado
IMG_3514,IMG_3514.HEIC,Video,Interno (Captura Propia),2025:01:04 21:15:44,-34.5722,-58.431263888888886,Apple iPhone 15,,2025-01-04 21:15:44,21.0,Saturday,1,Sábado
IMG_3515,IMG_3515.HEIC,Video,Interno (Captura Propia),2025:01:04 21:15:45,-34.572225,-58.43128611111111,Apple iPhone 15,,2025-01-04 21:15:45,21.0,Saturday,1,Sábado
IMG_3516,IMG_3516.mov,Video,Interno (Captura Propia),2025:01:04 22:12:32,-34.57076666666667,-58.43111666666666,Apple iPhone 15,,2025-01-04 22:12:32,22.0,Saturday,1,Sábado
IMG_3517,IMG_3517.mov,Video,Interno (Captura Propia),2025:01:05 12:05:12,-34.599961111111114,-58.39110555555556,Apple iPhone 15,,2025-01-05 12:05:12,12.0,Sunday,1,Domingo
IMG_3518,IMG_3518.HEIC,Video,Interno (Captura Propia),2025:01:05 12:08:39,-34.599833333333336,-58.39191944444445,Apple iPhone 15,,2025-01-05 12:08:39,12.0,Sunday,1,Domingo
IMG_3522,IMG_3522.xmp,Video,Interno (Captura Propia),2025:01:06 11:32:37,-34.59683888888889,-58.37707222222223,Apple iPhone 15,1 sec 105 ms,2025-01-06 11:32:37,11.0,Monday,1,Lunes
IMG_3523,IMG_3523.xmp,Video,Interno (Captura Propia),2025:01:06 11:32:42,-34.59679166666667,-58.37743055555556,Apple iPhone 15,1 sec 571 ms,2025-01-06 11:32:42,11.0,Monday,1,Lunes
IMG_3529,IMG_3529.mov,Video,Interno (Captura Propia),2025:01:06 19:35:44,-34.869822222222226,-58.041575,Apple iPhone 15,,2025-01-06 19:35:44,19.0,Monday,1,Lunes
IMG_3530,IMG_3530.xmp,Video,Interno (Captura Propia),2025:01:06 19:58:46,-34.869883333333334,-58.04133333333333,Apple iPhone 15,,2025-01-06 19:58:46,19.0,Monday,1,Lunes
IMG_3532,IMG_3532.xmp,Video,Interno (Captura Propia),2025:01:07 19:22:01,-34.59998055555556,-58.391025,Apple iPhone 15,,2025-01-07 19:22:01,19.0,Tuesday,1,Martes
IMG_3533,IMG_3533.xmp,Video,Interno (Captura Propia),2025:01:08 20:07:51,-34.591075000000004,-58.43579999999999,Apple iPhone 15,,2025-01-08 20:07:51,20.0,Wednesday,1,Miércoles
IMG_3534,IMG_3534.xmp,Video,Interno (Captura Propia),2025:01:08 20:12:16,-34.59125,-58.43607222222222,Apple iPhone 15,1 sec 333 ms,2025-01-08 20:12:16,20.0,Wednesday,1,Miércoles
IMG_3535,IMG_3535.xmp,Video,Interno (Captura Propia),2025:01:08 20:12:18,-34.59125,-58.43607222222222,Apple iPhone 15,,2025-01-08 20:12:18,20.0,Wednesday,1,Miércoles
IMG_3540,IMG_3540.xmp,Video,Interno (Captura Propia),2025:01:10 18:20:10,-34.55692777777777,-58.45044722222222,Apple iPhone 15,,2025-01-10 18:20:10,18.0,Friday,1,Viernes
IMG_3542,IMG_3542.HEIC,Video,Interno (Captura Propia),2025:01:10 18:20:17,-34.55695,-58.45044444444445,Apple iPhone 15,1 sec 875 ms,2025-01-10 18:20:17,18.0,Friday,1,Viernes
IMG_3541,IMG_3541.xmp,Video,Interno (Captura Propia),2025-01-10 21:20:18,-34.55695,-58.45044444444445,Apple iPhone 15,2 sec 100 ms,2025-01-10 21:20:18,21.0,Friday,1,Viernes
IMG_3547,IMG_3547.xmp,Video,Interno (Captura Propia),2025:01:10 21:25:05,-34.60055555555556,-58.39113888888889,Apple iPhone 15,,2025-01-10 21:25:05,21.0,Friday,1,Viernes
IMG_3549,IMG_3549.mov,Video,Interno (Captura Propia),2025:01:10 21:25:10,-34.600497222222224,-58.39109166666667,Apple iPhone 15,,2025-01-10 21:25:10,21.0,Friday,1,Viernes
IMG_3550,IMG_3550.xmp,Video,Interno (Captura Propia),2025:01:10 21:25:16,-34.60044722222222,-58.391077777777774,Apple iPhone 15,2 sec 793 ms,2025-01-10 21:25:16,21.0,Friday,1,Viernes
IMG_3551,IMG_3551.xmp,Video,Interno (Captura Propia),2025:01:10 21:25:18,-34.60044722222222,-58.391077777777774,Apple iPhone 15,2 sec 145 ms,2025-01-10 21:25:18,21.0,Friday,1,Viernes
IMG_3552,IMG_3552.HEIC,Video,Interno (Captura Propia),2025:01:10 21:37:25,-34.60024166666667,-58.39104722222222,Apple iPhone 15,,2025-01-10 21:37:25,21.0,Friday,1,Viernes
IMG_3553,IMG_3553.HEIC,Video,Interno (Captura Propia),2025:01:10 21:37:28,-34.600147222222226,-58.391013888888885,Apple iPhone 15,,2025-01-10 21:37:28,21.0,Friday,1,Viernes
IMG_3554,IMG_3554.HEIC,Video,Interno (Captura Propia),2025:01:10 21:37:31,-34.600125,-58.39100555555555,Apple iPhone 15,,2025-01-10 21:37:31,21.0,Friday,1,Viernes
IMG_3555,IMG_3555.HEIC,Video,Interno (Captura Propia),2025:01:10 21:37:38,-34.60004722222222,-58.39102222222222,Apple iPhone 15,,2025-01-10 21:37:38,21.0,Friday,1,Viernes
IMG_3556,IMG_3556.xmp,Video,Interno (Captura Propia),2025:01:10 21:37:39,-34.60004722222222,-58.39102222222222,Apple iPhone 15,,2025-01-10 21:37:39,21.0,Friday,1,Viernes
IMG_3558,IMG_3558.HEIC,Video,Interno (Captura Propia),2025:01:10 21:37:49,-34.60005555555556,-58.39101111111111,Apple iPhone 15,2 sec 766 ms,2025-01-10 21:37:49,21.0,Friday,1,Viernes
IMG_3560,IMG_3560.mov,Video,Interno (Captura Propia),2025:01:10 22:03:44,-34.60038333333333,-58.39129166666667,Apple iPhone 15,,2025-01-10 22:03:44,22.0,Friday,1,Viernes
IMG_3563,IMG_3563.mov,Video,Interno (Captura Propia),2025:01:10 22:14:44,-34.60027777777778,-58.3912,Apple iPhone 15,,2025-01-10 22:14:44,22.0,Friday,1,Viernes
IMG_3564,IMG_3564.mov,Video,Interno (Captura Propia),2025:01:10 22:14:47,-34.60004722222222,-58.391025,Apple iPhone 15,,2025-01-10 22:14:47,22.0,Friday,1,Viernes
IMG_3568,IMG_3568.xmp,Video,Interno (Captura Propia),2025:01:10 22:14:54,-34.60006666666667,-58.391025,Apple iPhone 15,1 sec 833 ms,2025-01-10 22:14:54,22.0,Friday,1,Viernes
IMG_3569,IMG_3569.xmp,Video,Interno (Captura Propia),2025:01:10 22:15:20,-34.59999722222222,-58.39102222222222,Apple iPhone 15,1 sec 166 ms,2025-01-10 22:15:20,22.0,Friday,1,Viernes
IMG_3570,IMG_3570.mov,Video,Interno (Captura Propia),2025:01:10 22:15:31,-34.60013333333333,-58.391025,Apple iPhone 15,,2025-01-10 22:15:31,22.0,Friday,1,Viernes
IMG_3571,IMG_3571.mov,Video,Interno (Captura Propia),2025:01:10 22:15:33,-34.60004444444444,-58.39102222222222,Apple iPhone 15,,2025-01-10 22:15:33,22.0,Friday,1,Viernes
IMG_3574,IMG_3574.mov,Video,Interno (Captura Propia),2025:01:10 22:42:08,-34.59999722222222,-58.391016666666665,Apple iPhone 15,,2025-01-10 22:42:08,22.0,Friday,1,Viernes
IMG_3575,IMG_3575.mov,Video,Interno (Captura Propia),2025:01:10 22:42:12,-34.59999722222222,-58.391016666666665,Apple iPhone 15,,2025-01-10 22:42:12,22.0,Friday,1,Viernes
IMG_3576,IMG_3576.mov,Video,Interno (Captura Propia),2025:01:10 22:43:19,-34.59999722222222,-58.391016666666665,Apple iPhone 15,,2025-01-10 22:43:19,22.0,Friday,1,Viernes
IMG_3577,IMG_3577.mov,Video,Interno (Captura Propia),2025:01:10 22:43:23,-34.599941666666666,-58.39106666666667,Apple iPhone 15,,2025-01-10 22:43:23,22.0,Friday,1,Viernes
IMG_3578,IMG_3578.HEIC,Video,Interno (Captura Propia),2025:01:10 22:46:15,-34.599963888888894,-58.39117777777778,Apple iPhone 15,2 sec 656 ms,2025-01-10 22:46:15,22.0,Friday,1,Viernes
IMG_3579,IMG_3579.HEIC,Video,Interno (Captura Propia),2025:01:10 22:46:16,-34.599944444444446,-58.39111666666667,Apple iPhone 15,1 sec 635 ms,2025-01-10 22:46:16,22.0,Friday,1,Viernes
IMG_3580,IMG_3580.HEIC,Video,Interno (Captura Propia),2025:01:10 22:48:13,-34.60006666666667,-58.39104444444445,Apple iPhone 15,,2025-01-10 22:48:13,22.0,Friday,1,Viernes
IMG_3581,IMG_3581.HEIC,Video,Interno (Captura Propia),2025:01:10 22:48:17,-34.60006666666667,-58.39102222222222,Apple iPhone 15,1 sec 600 ms,2025-01-10 22:48:17,22.0,Friday,1,Viernes
IMG_3582,IMG_3582.xmp,Video,Interno (Captura Propia),2025:01:10 22:48:21,-34.60010277777778,-58.391025,Apple iPhone 15,,2025-01-10 22:48:21,22.0,Friday,1,Viernes
IMG_3583,IMG_3583.xmp,Video,Interno (Captura Propia),2025:01:10 22:48:22,-34.60010555555556,-58.391025,Apple iPhone 15,1 sec 701 ms,2025-01-10 22:48:22,22.0,Friday,1,Viernes
IMG_3584,IMG_3584.xmp,Video,Interno (Captura Propia),2025:01:10 22:50:05,-34.600211111111115,-58.391102777777775,Apple iPhone 15,,2025-01-10 22:50:05,22.0,Friday,1,Viernes
IMG_3585,IMG_3585.xmp,Video,Interno (Captura Propia),2025:01:10 22:50:07,-34.60016388888889,-58.39105277777778,Apple iPhone 15,2 sec 533 ms,2025-01-10 22:50:07,22.0,Friday,1,Viernes
IMG_3586,IMG_3586.HEIC,Video,Interno (Captura Propia),2025:01:10 22:50:09,-34.60016666666667,-58.391077777777774,Apple iPhone 15,,2025-01-10 22:50:09,22.0,Friday,1,Viernes
IMG_3587,IMG_3587.HEIC,Video,Interno (Captura Propia),2025:01:10 22:53:24,-34.600388888888894,-58.39146111111111,Apple iPhone 15,1 sec 413 ms,2025-01-10 22:53:24,22.0,Friday,1,Viernes
IMG_3590,IMG_3590.HEIC,Video,Interno (Captura Propia),2025:01:10 23:22:13,-34.60003611111111,-58.39109722222222,Apple iPhone 15,2 sec 700 ms,2025-01-10 23:22:13,23.0,Friday,1,Viernes
IMG_3591,IMG_3591.HEIC,Video,Interno (Captura Propia),2025:01:10 23:22:15,-34.60000277777778,-58.39103333333333,Apple iPhone 15,,2025-01-10 23:22:15,23.0,Friday,1,Viernes
IMG_3592,IMG_3592.xmp,Video,Interno (Captura Propia),2025:01:10 23:22:16,-34.600025,-58.391025,Apple iPhone 15,,2025-01-10 23:22:16,23.0,Friday,1,Viernes
IMG_3593,IMG_3593.xmp,Video,Interno (Captura Propia),2025:01:10 23:22:20,-34.60003611111111,-58.391016666666665,Apple iPhone 15,2 sec 148 ms,2025-01-10 23:22:20,23.0,Friday,1,Viernes
IMG_3594,IMG_3594.xmp,Video,Interno (Captura Propia),2025:01:10 23:22:26,-34.600025,-58.391013888888885,Apple iPhone 15,,2025-01-10 23:22:26,23.0,Friday,1,Viernes
IMG_3596,IMG_3596.HEIC,Video,Interno (Captura Propia),2025:01:10 23:22:31,-34.60001666666667,-58.39100277777778,Apple iPhone 15,966 ms,2025-01-10 23:22:31,23.0,Friday,1,Viernes
IMG_3597,IMG_3597.HEIC,Video,Interno (Captura Propia),2025:01:10 23:31:10,-34.600319444444445,-58.390902777777775,Apple iPhone 15,,2025-01-10 23:31:10,23.0,Friday,1,Viernes
IMG_3598,IMG_3598.mov,Video,Interno (Captura Propia),2025:01:10 23:31:12,-34.60038055555556,-58.39098333333333,Apple iPhone 15,,2025-01-10 23:31:12,23.0,Friday,1,Viernes
IMG_3599,IMG_3599.mov,Video,Interno (Captura Propia),2025:01:10 23:31:59,-34.60041944444445,-58.391041666666666,Apple iPhone 15,,2025-01-10 23:31:59,23.0,Friday,1,Viernes
IMG_3600,IMG_3600.mov,Video,Interno (Captura Propia),2025:01:10 23:32:02,-34.60026666666667,-58.39107222222222,Apple iPhone 15,,2025-01-10 23:32:02,23.0,Friday,1,Viernes
IMG_3601,IMG_3601.mov,Video,Interno (Captura Propia),2025:01:10 23:32:14,-34.60025,-58.39109166666667,Apple iPhone 15,,2025-01-10 23:32:14,23.0,Friday,1,Viernes
IMG_3602,IMG_3602.mov,Video,Interno (Captura Propia),2025:01:10 23:32:17,-34.600252777777776,-58.39109166666667,Apple iPhone 15,,2025-01-10 23:32:17,23.0,Friday,1,Viernes
IMG_3603,IMG_3603.mov,Video,Interno (Captura Propia),2025:01:10 23:32:21,-34.60026111111111,-58.39106666666667,Apple iPhone 15,,2025-01-10 23:32:21,23.0,Friday,1,Viernes
IMG_3604,IMG_3604.mov,Video,Interno (Captura Propia),2025:01:10 23:33:05,-34.600297222222224,-58.39106111111112,Apple iPhone 15,,2025-01-10 23:33:05,23.0,Friday,1,Viernes
IMG_3605,IMG_3605.mov,Video,Interno (Captura Propia),2025:01:10 23:33:06,-34.60040277777778,-58.39101111111111,Apple iPhone 15,,2025-01-10 23:33:06,23.0,Friday,1,Viernes
IMG_3606,IMG_3606.HEIC,Video,Interno (Captura Propia),2025:01:10 23:34:49,-34.60044722222222,-58.391016666666665,Apple iPhone 15,1 sec 728 ms,2025-01-10 23:34:49,23.0,Friday,1,Viernes
IMG_3607,IMG_3607.mov,Video,Interno (Captura Propia),2025:01:10 23:34:53,-34.60037222222223,-58.391013888888885,Apple iPhone 15,,2025-01-10 23:34:53,23.0,Friday,1,Viernes
IMG_3609,IMG_3609.xmp,Video,Interno (Captura Propia),2025:01:10 23:34:57,-34.600341666666665,-58.391013888888885,Apple iPhone 15,,2025-01-10 23:34:57,23.0,Friday,1,Viernes
IMG_3610,IMG_3610.HEIC,Video,Interno (Captura Propia),2025:01:10 23:35:14,-34.60023611111112,-58.39104444444445,Apple iPhone 15,,2025-01-10 23:35:14,23.0,Friday,1,Viernes
IMG_3611,IMG_3611.HEIC,Video,Interno (Captura Propia),2025:01:10 23:35:16,-34.600208333333335,-58.39105277777778,Apple iPhone 15,,2025-01-10 23:35:16,23.0,Friday,1,Viernes
IMG_3612,IMG_3612.mov,Video,Interno (Captura Propia),2025:01:10 23:35:20,-34.60016666666667,-58.39105277777778,Apple iPhone 15,,2025-01-10 23:35:20,23.0,Friday,1,Viernes
IMG_3613,IMG_3613.mov,Video,Interno (Captura Propia),2025:01:10 23:35:24,-34.600252777777776,-58.39102222222222,Apple iPhone 15,,2025-01-10 23:35:24,23.0,Friday,1,Viernes
IMG_3616,IMG_3616.mov,Video,Interno (Captura Propia),2025:01:10 23:41:11,-34.60026944444444,-58.39110555555556,Apple iPhone 15,,2025-01-10 23:41:11,23.0,Friday,1,Viernes
IMG_3617,IMG_3617.mov,Video,Interno (Captura Propia),2025:01:10 23:41:12,-34.600205555555554,-58.39111388888889,Apple iPhone 15,,2025-01-10 23:41:12,23.0,Friday,1,Viernes
IMG_3618,IMG_3618.xmp,Video,Interno (Captura Propia),2025:01:10 23:41:36,-34.600208333333335,-58.39108611111111,Apple iPhone 15,,2025-01-10 23:41:36,23.0,Friday,1,Viernes
IMG_3619,IMG_3619.xmp,Video,Interno (Captura Propia),2025:01:10 23:41:42,-34.60021944444445,-58.39108333333333,Apple iPhone 15,,2025-01-10 23:41:42,23.0,Friday,1,Viernes
IMG_3620,IMG_3620.HEIC,Video,Interno (Captura Propia),2025:01:10 23:43:21,-34.60026111111111,-58.39104444444445,Apple iPhone 15,1 sec 66 ms,2025-01-10 23:43:21,23.0,Friday,1,Viernes
IMG_3621,IMG_3621.xmp,Video,Interno (Captura Propia),2025:01:10 23:59:16,-34.60028055555556,-58.39107222222222,Apple iPhone 15,,2025-01-10 23:59:16,23.0,Friday,1,Viernes
IMG_3622,IMG_3622.xmp,Video,Interno (Captura Propia),2025:01:10 23:59:19,-34.60028055555556,-58.39106666666667,Apple iPhone 15,,2025-01-10 23:59:19,23.0,Friday,1,Viernes
IMG_3623,IMG_3623.xmp,Video,Interno (Captura Propia),2025:01:10 23:59:24,-34.600300000000004,-58.39103055555555,Apple iPhone 15,,2025-01-10 23:59:24,23.0,Friday,1,Viernes
IMG_3624,IMG_3624.xmp,Video,Interno (Captura Propia),2025:01:10 23:59:32,-34.600388888888894,-58.390972222222224,Apple iPhone 15,,2025-01-10 23:59:32,23.0,Friday,1,Viernes
IMG_3625,IMG_3625.xmp,Video,Interno (Captura Propia),2025:01:10 23:59:35,-34.600297222222224,-58.390975,Apple iPhone 15,,2025-01-10 23:59:35,23.0,Friday,1,Viernes
IMG_3626,IMG_3626.HEIC,Video,Interno (Captura Propia),2025:01:10 23:59:45,-34.60023888888889,-58.39098055555556,Apple iPhone 15,,2025-01-10 23:59:45,23.0,Friday,1,Viernes
IMG_3627,IMG_3627.HEIC,Video,Interno (Captura Propia),2025:01:10 23:59:47,-34.60021944444445,-58.39096944444445,Apple iPhone 15,,2025-01-10 23:59:47,23.0,Friday,1,Viernes
IMG_3629,IMG_3629.mov,Video,Interno (Captura Propia),2025:01:10 23:59:59,-34.60022222222222,-58.390994444444445,Apple iPhone 15,,2025-01-10 23:59:59,23.0,Friday,1,Viernes
IMG_3630,IMG_3630.HEIC,Video,Interno (Captura Propia),2025:01:11 00:00:01,-34.60021666666667,-58.39100277777778,Apple iPhone 15,,2025-01-11 00:00:01,0.0,Saturday,1,Sábado
IMG_3631,IMG_3631.HEIC,Video,Interno (Captura Propia),2025:01:11 00:00:06,-34.60023611111112,-58.39096944444445,Apple iPhone 15,,2025-01-11 00:00:06,0.0,Saturday,1,Sábado
IMG_3632,IMG_3632.xmp,Video,Interno (Captura Propia),2025:01:11 00:03:23,-34.600072222222224,-58.39100555555555,Apple iPhone 15,,2025-01-11 00:03:23,0.0,Saturday,1,Sábado
IMG_3548,IMG_3548.mov,Video,Interno (Captura Propia),2025-01-11 00:25:07,-34.60053611111111,-58.39112222222222,Apple iPhone 15,2 sec 46 ms,2025-01-11 00:25:07,0.0,Saturday,1,Sábado
IMG_3557,IMG_3557.xmp,Video,Interno (Captura Propia),2025-01-11 00:37:47,-34.60005833333334,-58.391013888888885,Apple iPhone 15,2 sec 833 ms,2025-01-11 00:37:47,0.0,Saturday,1,Sábado
IMG_3559,IMG_3559.mov,Video,Interno (Captura Propia),2025-01-11 01:03:42,-34.60041388888889,-58.39134722222222,Apple iPhone 15,1 sec 113 ms,2025-01-11 01:03:42,1.0,Saturday,1,Sábado
IMG_3561,IMG_3561.mov,Video,Interno (Captura Propia),2025-01-11 01:14:39,-34.600375,-58.39135,Apple iPhone 15,2 sec 433 ms,2025-01-11 01:14:39,1.0,Saturday,1,Sábado
IMG_3562,IMG_3562.mov,Video,Interno (Captura Propia),2025-01-11 01:14:39,-34.600375,-58.39135,Apple iPhone 15,2 sec 666 ms,2025-01-11 01:14:39,1.0,Saturday,1,Sábado
IMG_3566,IMG_3566.mov,Video,Interno (Captura Propia),2025-01-11 01:14:53,-34.600033333333336,-58.39102222222222,Apple iPhone 15,2 sec 533 ms,2025-01-11 01:14:53,1.0,Saturday,1,Sábado
IMG_3565,IMG_3565.mov,Video,Interno (Captura Propia),2025-01-11 01:14:53,-34.60004444444444,-58.391016666666665,Apple iPhone 15,2 sec 766 ms,2025-01-11 01:14:53,1.0,Saturday,1,Sábado
IMG_3567,IMG_3567.mov,Video,Interno (Captura Propia),2025-01-11 01:14:55,-34.60006388888889,-58.391025,Apple iPhone 15,2 sec 600 ms,2025-01-11 01:14:55,1.0,Saturday,1,Sábado
IMG_3572,IMG_3572.mov,Video,Interno (Captura Propia),2025-01-11 01:15:35,-34.60012777777778,-58.39101111111111,Apple iPhone 15,521 ms,2025-01-11 01:15:35,1.0,Saturday,1,Sábado
IMG_3573,IMG_3573.mov,Video,Interno (Captura Propia),2025-01-11 01:38:23,-34.60181111111111,-58.38988611111111,Apple iPhone 15,2 sec 140 ms,2025-01-11 01:38:23,1.0,Saturday,1,Sábado
IMG_3588,IMG_3588.mov,Video,Interno (Captura Propia),2025-01-11 02:22:03,-34.60008333333334,-58.39119444444445,Apple iPhone 15,1 sec 631 ms,2025-01-11 02:22:03,2.0,Saturday,1,Sábado
IMG_3589,IMG_3589.mov,Video,Interno (Captura Propia),2025-01-11 02:22:15,-34.60004722222222,-58.39111666666667,Apple iPhone 15,2 sec 833 ms,2025-01-11 02:22:15,2.0,Saturday,1,Sábado
IMG_3595,IMG_3595.xmp,Video,Interno (Captura Propia),2025-01-11 02:22:28,-34.600025,-58.39101111111111,Apple iPhone 15,1 sec 833 ms,2025-01-11 02:22:28,2.0,Saturday,1,Sábado
IMG_3608,IMG_3608.xmp,Video,Interno (Captura Propia),2025-01-11 02:34:56,-34.60038055555556,-58.391016666666665,Apple iPhone 15,2 sec 633 ms,2025-01-11 02:34:56,2.0,Saturday,1,Sábado
IMG_3614,IMG_3614.mov,Video,Interno (Captura Propia),2025-01-11 02:35:39,-34.60026944444444,-58.391016666666665,Apple iPhone 15,2 sec 66 ms,2025-01-11 02:35:39,2.0,Saturday,1,Sábado
IMG_3615,IMG_3615.mov,Video,Interno (Captura Propia),2025-01-11 02:35:42,-34.60024166666667,-58.39102222222222,Apple iPhone 15,2 sec 188 ms,2025-01-11 02:35:42,2.0,Saturday,1,Sábado
IMG_3628,IMG_3628.mov,Video,Interno (Captura Propia),2025-01-11 02:59:51,-34.60022222222222,-58.39096944444445,Apple iPhone 15,1 sec 705 ms,2025-01-11 02:59:51,2.0,Saturday,1,Sábado
IMG_3646,IMG_3646.HEIC,Imagen,Interno (Captura Propia),2025:01:12 02:03:16,-34.56339166666666,-58.40367222222222,Apple iPhone 15,,2025-01-12 02:03:16,2.0,Sunday,1,Domingo
IMG_3647,IMG_3647.HEIC,Imagen,Interno (Captura Propia),2025:01:12 02:03:24,-34.563427777777775,-58.40364722222222,Apple iPhone 15,,2025-01-12 02:03:24,2.0,Sunday,1,Domingo
IMG_3648,IMG_3648.mov,Video,Interno (Captura Propia),2025:01:12 14:16:22,-34.871608333333334,-58.09426944444445,Apple iPhone 15,,2025-01-12 14:16:22,14.0,Sunday,1,Domingo
IMG_3650,IMG_3650.xmp,Video,Interno (Captura Propia),2025:01:12 15:53:53,-34.87195555555556,-58.09417222222223,Apple iPhone 15,,2025-01-12 15:53:53,15.0,Sunday,1,Domingo
IMG_3658,IMG_3658.JPG,Imagen,Interno (Captura Propia),2025:01:12 16:17:51,-34.87165,-58.094097222222224,Apple iPhone 15,,2025-01-12 16:17:51,16.0,Sunday,1,Domingo
IMG_3659,IMG_3659.xmp,Imagen,Interno (Captura Propia),2025:01:12 16:18:00,-34.87165,-58.094097222222224,Apple iPhone 15,,2025-01-12 16:18:00,16.0,Sunday,1,Domingo
IMG_3687,IMG_3687.xmp,Video,Interno (Captura Propia),2025:01:16 15:49:23,-34.598511111111115,-58.37659444444444,Apple iPhone 15,,2025-01-16 15:49:23,15.0,Thursday,1,Jueves
IMG_3688,IMG_3688.HEIC,Video,Interno (Captura Propia),2025:01:16 16:17:54,-34.597275,-58.37693333333333,Apple iPhone 15,1 sec 333 ms,2025-01-16 16:17:54,16.0,Thursday,1,Jueves
IMG_3689,IMG_3689.HEIC,Video,Interno (Captura Propia),2025:01:16 16:18:03,-34.59724444444445,-58.377002777777776,Apple iPhone 15,2 sec 643 ms,2025-01-16 16:18:03,16.0,Thursday,1,Jueves
IMG_3690,IMG_3690.xmp,Video,Interno (Captura Propia),2025:01:17 14:10:07,-34.59717222222223,-58.37691944444445,Apple iPhone 15,,2025-01-17 14:10:07,14.0,Friday,1,Viernes
IMG_3784,IMG_3784.xmp,Video,Interno (Captura Propia),2025:01:27 20:24:06,-34.600011111111115,-58.39107222222222,Apple iPhone 15,,2025-01-27 20:24:06,20.0,Monday,1,Lunes
IMG_3785,IMG_3785.xmp,Video,Interno (Captura Propia),2025:01:28 08:33:47,-34.599983333333334,-58.390683333333335,Apple iPhone 15,,2025-01-28 08:33:47,8.0,Tuesday,1,Martes
IMG_3786,IMG_3786.HEIC,Video,Interno (Captura Propia),2025:01:28 08:33:53,-34.600011111111115,-58.39107222222222,Apple iPhone 15,,2025-01-28 08:33:53,8.0,Tuesday,1,Martes
IMG_3787,IMG_3787.HEIC,Video,Interno (Captura Propia),2025:01:28 14:24:30,-34.597,-58.3774,Apple iPhone 15,,2025-01-28 14:24:30,14.0,Tuesday,1,Martes
IMG_3788,IMG_3788.mov,Video,Interno (Captura Propia),2025:01:28 20:52:17,-34.61183888888889,-58.40993888888889,Apple iPhone 15,,2025-01-28 20:52:17,20.0,Tuesday,1,Martes
IMG_3790,IMG_3790.HEIC,Video,Interno (Captura Propia),2025:01:28 20:52:19,-34.611847222222224,-58.40996944444444,Apple iPhone 15,1 sec 833 ms,2025-01-28 20:52:19,20.0,Tuesday,1,Martes
IMG_3789,IMG_3789.mov,Video,Interno (Captura Propia),2025-01-28 23:52:20,-34.611847222222224,-58.40996666666666,Apple iPhone 15,2 sec 400 ms,2025-01-28 23:52:20,23.0,Tuesday,1,Martes
IMG_3792,IMG_3792.xmp,Video,Interno (Captura Propia),2025:01:31 11:48:38,-34.596988888888895,-58.377425,Apple iPhone 15,1 sec 738 ms,2025-01-31 11:48:38,11.0,Friday,1,Viernes
IMG_3793,IMG_3793.xmp,Video,Interno (Captura Propia),2025:01:31 16:39:16,-34.597119444444445,-58.37716666666667,Apple iPhone 15,2 sec 940 ms,2025-01-31 16:39:16,16.0,Friday,1,Viernes
